ID,Marriage_Type,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Parental_Approval,Urban_Rural,Dowry_Exchanged,Marital_Satisfaction,Divorce_Status,Children_Count,Income_Level,Years_Since_Marriage,Spouse_Working,Inter-Caste,Inter-Religion
6447,Love,27,Female,School,Same,Sikh,Yes,Rural,Not Disclosed,Medium,No,2,Middle,23,Yes,No,No
6448,Arranged,21,Male,School,Same,Hindu,Yes,Urban,Yes,Medium,No,1,Middle,36,Yes,No,Yes
6449,Love,31,Male,Graduate,Different,Muslim,Yes,Rural,No,Low,Yes,3,Low,16,Yes,No,No
6450,Love,32,Female,Postgraduate,Different,Hindu,Yes,Rural,No,High,No,4,Middle,32,Yes,Yes,No
6451,Arranged,28,Female,Graduate,Same,Sikh,Yes,Rural,No,Low,No,1,Low,45,Yes,Yes,No
6452,Love,18,Male,School,Same,Hindu,Yes,Urban,No,Low,No,2,Middle,46,No,No,No
6453,Arranged,33,Female,School,Same,Sikh,Yes,Urban,No,Medium,No,4,Middle,47,No,Yes,No
6454,Arranged,22,Male,Graduate,Different,Muslim,No,Rural,No,Low,No,1,High,39,Yes,Yes,No
6455,Arranged,22,Female,School,Different,Hindu,Partial,Urban,No,High,No,4,Middle,3,Yes,No,No
6456,Arranged,26,Female,Postgraduate,Different,Muslim,Yes,Urban,No,Medium,No,5,Low,25,Yes,No,Yes
6457,Arranged,32,Female,Graduate,Same,Hindu,Yes,Urban,No,High,Yes,4,High,35,No,No,Yes
6458,Love,28,Female,School,Different,Muslim,Yes,Rural,Yes,Low,No,3,Middle,46,No,Yes,No
6459,Arranged,23,Male,Postgraduate,Same,Muslim,Yes,Rural,No,High,No,2,Middle,16,Yes,No,No
6460,Love,19,Female,Graduate,Same,Hindu,No,Urban,Yes,Low,No,2,High,17,No,No,No
6461,Arranged,18,Male,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,0,Middle,27,No,No,No
6462,Arranged,32,Female,School,Different,Muslim,Yes,Urban,Yes,Medium,No,1,High,34,No,No,Yes
6463,Arranged,31,Male,School,Same,Muslim,Yes,Urban,No,Medium,No,3,High,3,Yes,No,Yes
6464,Arranged,21,Male,School,Same,Hindu,Partial,Urban,No,Medium,No,4,Middle,25,No,No,No
6465,Love,32,Male,Graduate,Same,Hindu,Yes,Rural,Yes,Medium,No,2,High,33,Yes,No,No
6466,Love,37,Male,Postgraduate,Different,Muslim,Yes,Urban,Not Disclosed,Medium,No,1,Middle,30,Yes,No,No
6467,Love,29,Female,Graduate,Same,Muslim,Yes,Rural,No,High,Yes,1,Middle,16,No,No,Yes
6468,Arranged,35,Male,Postgraduate,Same,Hindu,No,Rural,Yes,High,No,4,Low,39,Yes,No,No
6469,Love,19,Female,Postgraduate,Same,Hindu,Yes,Urban,Not Disclosed,Low,No,2,Low,25,No,Yes,No
6470,Love,18,Male,Postgraduate,Same,Sikh,Yes,Urban,Yes,Low,Yes,5,Low,5,Yes,No,No
6471,Love,32,Male,PhD,Same,Hindu,Yes,Urban,No,Medium,No,5,Middle,21,No,No,No
6472,Arranged,34,Male,Graduate,Different,Others,Yes,Urban,No,Medium,No,0,Low,17,Yes,Yes,No
6473,Love,27,Male,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,4,Middle,28,No,Yes,No
6474,Love,33,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,3,Middle,19,No,No,Yes
6475,Arranged,38,Female,Graduate,Same,Muslim,No,Urban,No,High,No,3,Low,44,No,No,No
6476,Love,28,Male,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,No,5,High,29,Yes,Yes,No
6477,Love,26,Male,PhD,Different,Muslim,Partial,Rural,Yes,Medium,No,1,Middle,4,No,No,No
6478,Arranged,37,Female,Graduate,Different,Christian,No,Urban,No,Low,No,2,Middle,45,Yes,Yes,No
6479,Arranged,39,Female,Postgraduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,Yes,2,Middle,46,Yes,No,No
6480,Love,31,Female,Postgraduate,Same,Hindu,Partial,Rural,No,Medium,Yes,4,Middle,47,Yes,No,No
6481,Arranged,34,Male,Postgraduate,Different,Hindu,Yes,Urban,Yes,Medium,Yes,3,High,33,No,No,No
6482,Arranged,26,Female,School,Same,Muslim,Yes,Urban,No,Low,No,3,Low,1,No,No,No
6483,Arranged,34,Male,PhD,Different,Sikh,Yes,Rural,Yes,High,No,1,Middle,2,Yes,Yes,No
6484,Love,35,Female,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,2,Middle,5,Yes,No,No
6485,Love,39,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,3,High,32,Yes,Yes,No
6486,Love,24,Male,Graduate,Same,Muslim,Yes,Urban,Not Disclosed,Medium,No,4,Middle,33,Yes,No,Yes
6487,Love,20,Female,Postgraduate,Same,Muslim,Partial,Rural,Not Disclosed,Low,No,2,Middle,18,No,Yes,No
6488,Arranged,20,Male,Graduate,Different,Muslim,Yes,Rural,No,Medium,Yes,5,Middle,21,Yes,No,No
6489,Arranged,32,Female,School,Different,Hindu,Yes,Urban,Yes,High,No,5,Middle,27,Yes,No,No
6490,Arranged,36,Female,Graduate,Same,Muslim,Yes,Urban,Not Disclosed,Low,No,5,High,40,Yes,Yes,Yes
6491,Arranged,18,Female,Graduate,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,3,Low,36,Yes,No,No
6492,Love,19,Female,PhD,Same,Hindu,Yes,Rural,Yes,High,No,4,Middle,23,No,Yes,No
6493,Arranged,34,Male,School,Same,Hindu,Partial,Rural,No,High,No,3,Low,10,No,No,No
6494,Love,33,Female,School,Same,Muslim,Yes,Rural,No,Low,No,0,Low,33,No,No,Yes
6495,Love,25,Male,School,Same,Hindu,Yes,Rural,Yes,Low,No,4,Low,26,Yes,No,Yes
6496,Love,28,Female,Postgraduate,Same,Hindu,No,Urban,Not Disclosed,Medium,No,4,High,33,Yes,Yes,No
6497,Arranged,37,Female,PhD,Same,Hindu,Partial,Urban,Yes,High,No,3,Low,38,No,Yes,No
6498,Arranged,26,Male,School,Different,Muslim,Yes,Rural,No,Medium,No,0,Low,21,No,Yes,No
6499,Arranged,20,Female,School,Same,Muslim,Partial,Rural,No,Medium,No,2,High,15,Yes,No,No
6500,Love,26,Male,Postgraduate,Different,Christian,No,Urban,No,Medium,No,2,High,2,No,No,No
6501,Arranged,37,Male,Postgraduate,Same,Hindu,Yes,Rural,No,High,No,1,Low,9,Yes,No,No
6502,Love,38,Male,Postgraduate,Different,Muslim,Yes,Urban,No,Medium,No,5,Middle,45,No,No,No
6503,Arranged,19,Male,School,Same,Hindu,Yes,Urban,Yes,Low,No,4,Low,9,No,No,No
6504,Arranged,19,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Low,3,Yes,No,No
6505,Arranged,19,Male,PhD,Same,Hindu,Yes,Urban,No,Medium,No,1,High,2,No,No,Yes
6506,Arranged,29,Female,PhD,Same,Hindu,Partial,Rural,No,Medium,No,5,Middle,1,Yes,No,No
6507,Arranged,30,Male,Graduate,Same,Sikh,Yes,Rural,Yes,Medium,No,0,Middle,21,No,No,No
6508,Love,26,Male,Graduate,Same,Hindu,No,Rural,Yes,Low,No,4,Middle,44,No,Yes,Yes
6509,Love,38,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,5,Low,8,No,No,No
6510,Love,25,Female,School,Same,Hindu,Yes,Urban,No,High,No,1,Low,43,Yes,Yes,No
6511,Love,19,Male,Graduate,Same,Hindu,No,Urban,Not Disclosed,Medium,No,2,High,37,Yes,Yes,No
6512,Love,37,Male,Graduate,Same,Hindu,No,Urban,Yes,Medium,No,4,Middle,36,No,No,No
6513,Arranged,29,Female,PhD,Different,Hindu,Yes,Urban,No,Medium,No,0,Middle,8,No,No,No
6514,Love,37,Male,Graduate,Same,Muslim,Yes,Rural,No,High,Yes,5,Low,2,Yes,No,No
6515,Arranged,32,Male,Graduate,Same,Sikh,Yes,Urban,No,Medium,No,5,High,45,No,No,No
6516,Arranged,29,Female,Graduate,Same,Others,Partial,Rural,No,High,No,2,Low,37,No,No,No
6517,Arranged,20,Male,School,Same,Hindu,Yes,Urban,No,High,No,0,High,25,Yes,No,No
6518,Arranged,24,Female,School,Same,Hindu,Yes,Rural,Yes,High,No,5,Middle,14,Yes,Yes,No
6519,Arranged,39,Female,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,0,Middle,16,Yes,Yes,Yes
6520,Arranged,35,Female,Postgraduate,Same,Muslim,Yes,Urban,No,Medium,No,2,Middle,33,Yes,No,No
6521,Arranged,20,Male,Graduate,Same,Christian,Yes,Rural,No,Medium,No,1,Low,40,Yes,Yes,No
6522,Arranged,33,Female,School,Different,Hindu,Yes,Urban,No,Low,No,4,Middle,47,No,No,No
6523,Arranged,33,Female,Graduate,Different,Muslim,Yes,Rural,No,Medium,Yes,0,Middle,48,No,No,No
6524,Arranged,35,Male,Graduate,Same,Hindu,Yes,Rural,No,High,Yes,3,Middle,41,Yes,No,Yes
6525,Arranged,27,Male,PhD,Different,Muslim,Yes,Urban,No,High,No,4,Low,26,No,No,No
6526,Arranged,31,Male,School,Different,Christian,Yes,Urban,No,Medium,No,5,Low,33,Yes,No,No
6527,Love,25,Male,PhD,Different,Muslim,Yes,Rural,Yes,Medium,No,1,High,10,No,Yes,No
6528,Arranged,28,Male,Graduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,5,Middle,14,No,Yes,No
6529,Love,21,Male,Graduate,Different,Hindu,Yes,Rural,No,Medium,No,4,High,4,Yes,Yes,No
6530,Love,20,Female,Graduate,Same,Hindu,Partial,Rural,No,Low,No,1,Low,31,No,No,Yes
6531,Arranged,21,Female,School,Same,Others,Yes,Urban,Yes,Low,No,3,Middle,44,No,No,No
6532,Love,34,Male,Postgraduate,Different,Muslim,Yes,Rural,No,Low,No,3,Middle,14,No,No,No
6533,Arranged,35,Female,School,Same,Hindu,Yes,Rural,Yes,Medium,Yes,3,Middle,15,No,No,No
6534,Arranged,28,Female,School,Same,Sikh,No,Urban,Yes,Medium,Yes,2,Low,12,No,Yes,No
6535,Arranged,33,Male,Graduate,Same,Muslim,Yes,Rural,No,High,No,0,Middle,31,Yes,No,No
6536,Love,25,Male,School,Different,Hindu,Yes,Rural,No,High,No,4,High,22,Yes,No,No
6537,Arranged,28,Female,School,Same,Christian,Yes,Urban,Yes,Medium,No,1,Middle,46,Yes,No,No
6538,Arranged,22,Male,Graduate,Same,Hindu,Yes,Rural,Yes,Medium,No,1,Low,20,No,No,No
6539,Arranged,29,Male,Graduate,Different,Muslim,Yes,Rural,Yes,High,No,5,High,43,No,No,Yes
6540,Love,21,Female,Graduate,Same,Muslim,Yes,Urban,Yes,High,No,3,High,35,Yes,No,No
6541,Love,21,Female,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,3,High,38,No,Yes,Yes
6542,Arranged,32,Male,School,Same,Sikh,Yes,Urban,No,Low,No,3,Middle,46,No,No,No
6543,Love,26,Female,School,Different,Hindu,Partial,Urban,No,Medium,No,4,Middle,4,Yes,Yes,No
6544,Love,29,Male,Graduate,Different,Muslim,Yes,Rural,No,High,No,3,Middle,41,No,No,No
6545,Arranged,34,Male,Graduate,Different,Muslim,Yes,Urban,No,Medium,Yes,1,High,8,No,Yes,No
6546,Arranged,21,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Low,No,0,Low,1,No,Yes,No
6547,Love,20,Female,Graduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,0,Middle,1,No,Yes,Yes
6548,Love,25,Male,School,Same,Hindu,Yes,Urban,No,Low,No,0,Low,31,Yes,No,No
6549,Love,21,Female,Graduate,Same,Hindu,Yes,Rural,Yes,Medium,No,5,Middle,30,Yes,No,Yes
6550,Arranged,37,Female,Graduate,Different,Hindu,Partial,Urban,Yes,High,Yes,0,Low,9,Yes,No,No
6551,Arranged,25,Male,School,Same,Others,Yes,Rural,Yes,High,Yes,5,Middle,6,No,No,No
6552,Arranged,37,Male,School,Same,Hindu,Yes,Urban,No,Medium,Yes,4,Low,17,No,Yes,No
6553,Arranged,21,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,1,Middle,10,Yes,No,No
6554,Arranged,21,Male,School,Same,Sikh,No,Urban,No,High,Yes,5,High,40,No,Yes,No
6555,Arranged,36,Female,Graduate,Same,Muslim,Yes,Rural,No,Medium,No,2,High,44,Yes,Yes,Yes
6556,Arranged,39,Female,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,2,Middle,44,No,No,No
6557,Arranged,27,Male,Graduate,Same,Muslim,No,Urban,Yes,Medium,No,4,Middle,23,No,No,No
6558,Arranged,24,Male,Graduate,Different,Hindu,No,Rural,No,Low,No,5,High,47,Yes,No,No
6559,Love,27,Male,Graduate,Different,Hindu,Yes,Rural,Yes,Medium,No,2,High,42,No,No,No
6560,Arranged,21,Male,PhD,Same,Hindu,Partial,Rural,Not Disclosed,High,No,3,Middle,8,Yes,Yes,No
6561,Arranged,29,Female,School,Same,Hindu,Partial,Urban,Yes,Medium,No,1,Middle,13,Yes,No,Yes
6562,Arranged,34,Male,School,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,2,Middle,40,No,Yes,No
6563,Arranged,23,Female,School,Same,Christian,Yes,Rural,No,High,Yes,0,Middle,25,No,No,Yes
6564,Arranged,35,Female,School,Same,Sikh,Yes,Urban,No,Medium,No,2,Middle,49,No,No,No
6565,Love,21,Male,School,Same,Muslim,Partial,Urban,No,Low,No,1,High,28,No,Yes,No
6566,Arranged,34,Female,School,Same,Muslim,Partial,Rural,No,High,No,3,Middle,29,Yes,Yes,No
6567,Love,30,Female,School,Same,Hindu,Yes,Rural,Yes,Medium,No,0,Low,24,No,No,No
6568,Arranged,28,Female,Graduate,Same,Hindu,Yes,Rural,Not Disclosed,High,No,4,Middle,36,Yes,No,No
6569,Arranged,37,Male,Graduate,Same,Muslim,Yes,Urban,Yes,High,Yes,2,Low,45,No,No,Yes
6570,Arranged,35,Female,Postgraduate,Different,Sikh,Yes,Urban,No,Low,No,1,Low,46,Yes,No,Yes
6571,Love,29,Female,PhD,Same,Hindu,Yes,Rural,Yes,High,No,1,High,48,Yes,No,No
6572,Love,30,Female,School,Same,Others,Yes,Urban,No,Medium,No,0,Low,24,Yes,No,No
6573,Love,19,Female,School,Same,Hindu,Partial,Urban,No,High,No,2,High,12,Yes,No,No
6574,Arranged,35,Male,Postgraduate,Different,Others,Yes,Urban,No,Medium,No,5,Low,26,No,No,No
6575,Arranged,27,Male,School,Different,Others,Yes,Urban,No,High,No,1,Low,20,Yes,Yes,Yes
6576,Love,38,Female,Graduate,Same,Hindu,Partial,Urban,No,High,Yes,0,Low,12,No,Yes,No
6577,Love,18,Female,School,Same,Hindu,No,Urban,Yes,Medium,No,5,Middle,12,Yes,No,No
6578,Arranged,29,Male,Postgraduate,Same,Hindu,Yes,Rural,Yes,Low,No,1,Low,41,No,No,Yes
6579,Arranged,22,Female,Postgraduate,Same,Hindu,Yes,Rural,No,High,No,3,Middle,5,No,No,No
6580,Arranged,25,Female,School,Same,Muslim,Partial,Urban,Not Disclosed,Low,No,3,High,23,No,Yes,Yes
6581,Arranged,21,Female,Postgraduate,Same,Hindu,No,Rural,Yes,Medium,No,3,Low,31,Yes,Yes,Yes
6582,Love,39,Female,Graduate,Different,Others,Partial,Urban,Yes,High,No,1,Low,37,Yes,Yes,No
6583,Love,33,Female,Graduate,Same,Hindu,Yes,Rural,Not Disclosed,High,No,1,Middle,39,Yes,No,Yes
6584,Arranged,22,Female,Postgraduate,Same,Muslim,Yes,Urban,Yes,High,No,1,Low,41,No,No,Yes
6585,Love,39,Female,Graduate,Same,Hindu,Partial,Rural,No,High,No,5,Middle,28,Yes,No,No
6586,Arranged,22,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Low,No,0,Middle,4,Yes,No,No
6587,Arranged,28,Female,School,Same,Hindu,Yes,Urban,No,High,No,4,Middle,23,No,Yes,Yes
6588,Love,24,Female,School,Same,Christian,Partial,Urban,Yes,Medium,Yes,0,Middle,3,No,No,No
6589,Arranged,23,Male,Graduate,Different,Christian,Partial,Urban,No,High,No,2,Middle,28,No,No,No
6590,Love,22,Female,Postgraduate,Different,Muslim,Yes,Rural,Yes,Medium,No,4,Middle,1,Yes,No,Yes
6591,Arranged,24,Female,PhD,Same,Christian,Yes,Rural,No,Low,No,1,Middle,1,Yes,No,Yes
6592,Arranged,24,Female,School,Same,Hindu,Yes,Urban,No,High,No,4,High,39,No,Yes,No
6593,Arranged,20,Female,Graduate,Same,Christian,Yes,Urban,No,High,No,2,Middle,47,No,No,No
6594,Love,32,Male,Postgraduate,Different,Hindu,Yes,Urban,Yes,Low,No,2,Low,25,Yes,No,Yes
6595,Arranged,26,Female,Graduate,Same,Christian,Partial,Rural,No,Medium,No,4,Middle,17,No,Yes,No
6596,Arranged,22,Male,Graduate,Same,Muslim,Yes,Urban,No,High,No,5,Middle,23,No,No,Yes
6597,Arranged,18,Male,School,Different,Christian,Yes,Rural,Not Disclosed,High,No,4,Middle,44,Yes,No,No
6598,Love,30,Female,Postgraduate,Different,Muslim,Yes,Rural,No,Medium,No,3,High,18,Yes,Yes,No
6599,Love,25,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,Low,No,5,Middle,8,Yes,No,No
6600,Arranged,32,Male,School,Same,Hindu,Yes,Urban,Yes,Medium,No,1,Low,9,No,Yes,No
6601,Love,28,Female,School,Same,Hindu,Yes,Urban,Yes,High,No,5,Middle,34,Yes,No,No
6602,Love,34,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Middle,13,Yes,No,No
6603,Arranged,38,Male,Postgraduate,Different,Hindu,Partial,Urban,No,Low,No,5,Low,4,No,No,No
6604,Love,25,Male,School,Same,Hindu,Yes,Urban,No,High,No,3,Middle,8,Yes,Yes,No
6605,Arranged,23,Female,School,Different,Muslim,Yes,Rural,Yes,Low,Yes,1,Middle,30,No,Yes,No
6606,Arranged,18,Male,School,Same,Others,Yes,Urban,No,Medium,No,1,Middle,2,No,No,No
6607,Arranged,31,Female,Postgraduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,4,Middle,36,Yes,No,No
6608,Arranged,19,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,4,Middle,29,No,No,Yes
6609,Arranged,34,Male,Postgraduate,Same,Hindu,Yes,Urban,No,High,Yes,3,Middle,25,No,No,No
6610,Arranged,31,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,1,Middle,19,Yes,Yes,No
6611,Love,37,Female,School,Same,Hindu,Yes,Rural,No,Medium,No,3,Middle,45,Yes,No,No
6612,Love,18,Male,Graduate,Same,Hindu,Partial,Urban,No,High,No,3,High,28,Yes,No,Yes
6613,Arranged,29,Male,Graduate,Same,Muslim,Yes,Rural,No,Medium,No,2,Middle,4,Yes,No,Yes
6614,Love,37,Male,Postgraduate,Different,Muslim,Yes,Urban,Yes,Medium,No,4,Middle,30,Yes,Yes,No
6615,Arranged,25,Female,Postgraduate,Same,Sikh,Partial,Rural,No,Low,No,0,High,33,No,No,Yes
6616,Arranged,21,Male,School,Different,Hindu,No,Rural,No,Medium,No,3,Middle,31,Yes,No,No
6617,Love,31,Female,School,Same,Hindu,Yes,Rural,No,Low,No,2,High,26,No,No,Yes
6618,Arranged,21,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,0,Low,38,No,No,No
6619,Love,34,Female,Graduate,Same,Hindu,Yes,Rural,No,Medium,Yes,3,Middle,23,Yes,No,No
6620,Arranged,37,Male,Postgraduate,Same,Christian,Yes,Rural,Yes,High,No,3,Low,18,No,No,No
6621,Arranged,25,Female,Graduate,Same,Christian,Yes,Urban,No,Low,No,4,Middle,17,Yes,Yes,No
6622,Arranged,21,Male,Postgraduate,Different,Hindu,Partial,Rural,No,Medium,No,1,Middle,8,No,Yes,Yes
6623,Love,37,Female,School,Same,Hindu,Yes,Urban,No,Low,No,4,Middle,17,No,No,No
6624,Love,18,Male,Graduate,Same,Muslim,Yes,Urban,Yes,Medium,No,4,Low,26,Yes,Yes,No
6625,Arranged,19,Male,School,Same,Muslim,Yes,Rural,No,Low,No,3,High,44,Yes,Yes,No
6626,Arranged,31,Male,School,Same,Christian,Yes,Urban,No,High,No,3,High,14,Yes,No,No
6627,Arranged,31,Female,School,Different,Hindu,Yes,Urban,No,Medium,No,3,High,37,Yes,No,No
6628,Arranged,39,Female,School,Same,Muslim,Yes,Rural,No,Medium,No,0,Middle,36,Yes,No,No
6629,Love,21,Male,Graduate,Different,Hindu,Yes,Urban,No,Low,No,2,Middle,17,Yes,Yes,Yes
6630,Arranged,20,Female,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,0,Middle,25,No,Yes,No
6631,Arranged,27,Male,Postgraduate,Different,Christian,No,Urban,No,Medium,No,5,Low,18,Yes,No,Yes
6632,Arranged,29,Male,Graduate,Different,Muslim,Yes,Rural,Yes,Medium,No,5,Low,3,Yes,No,No
6633,Arranged,18,Female,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,1,Middle,15,Yes,Yes,Yes
6634,Arranged,31,Male,Graduate,Same,Sikh,No,Urban,Yes,Medium,No,4,High,21,Yes,No,No
6635,Love,36,Female,Graduate,Different,Muslim,Yes,Urban,Yes,Low,No,5,Low,24,Yes,No,Yes
6636,Arranged,20,Male,Graduate,Same,Hindu,Yes,Rural,No,High,No,3,Middle,32,No,No,No
6637,Love,31,Female,School,Different,Muslim,Yes,Urban,No,High,No,5,Middle,35,Yes,No,No
6638,Love,28,Female,School,Same,Christian,Yes,Rural,Not Disclosed,Medium,No,2,Low,19,Yes,No,Yes
6639,Arranged,30,Male,Graduate,Same,Muslim,Yes,Urban,Yes,Low,No,1,High,38,Yes,Yes,No
6640,Arranged,30,Female,School,Different,Hindu,Yes,Urban,Yes,Medium,No,3,Low,23,Yes,Yes,No
6641,Arranged,33,Female,School,Same,Hindu,Yes,Rural,Not Disclosed,Low,No,2,Low,20,No,Yes,No
6642,Arranged,24,Female,PhD,Different,Sikh,Partial,Urban,No,Medium,No,5,Middle,38,Yes,No,No
6643,Love,20,Female,School,Same,Muslim,Partial,Urban,No,Medium,No,0,Middle,39,No,No,No
6644,Love,22,Male,Graduate,Same,Hindu,Partial,Rural,Yes,Low,No,5,Low,48,Yes,No,No
6645,Love,25,Female,Graduate,Different,Muslim,Yes,Urban,Yes,Medium,No,2,Middle,18,No,No,No
6646,Arranged,27,Female,School,Same,Christian,Yes,Urban,Yes,High,No,2,Low,8,Yes,Yes,Yes
6647,Arranged,23,Male,Postgraduate,Same,Muslim,Yes,Urban,Not Disclosed,Medium,Yes,2,Middle,19,No,Yes,No
6648,Arranged,38,Female,School,Different,Hindu,Yes,Urban,Yes,Low,No,3,High,46,No,No,Yes
6649,Arranged,32,Female,Graduate,Same,Hindu,Yes,Rural,No,Low,No,4,Middle,49,Yes,No,No
6650,Arranged,31,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,4,Low,44,Yes,No,No
6651,Love,33,Female,Postgraduate,Different,Sikh,Yes,Urban,No,Low,No,3,Middle,7,No,No,No
6652,Arranged,23,Female,PhD,Same,Hindu,Yes,Rural,Yes,High,No,4,Low,37,No,Yes,No
6653,Arranged,20,Male,Graduate,Different,Hindu,Yes,Urban,No,Low,No,5,Middle,8,No,No,Yes
6654,Arranged,31,Female,Graduate,Same,Hindu,Partial,Urban,No,High,No,0,Middle,7,No,No,Yes
6655,Arranged,37,Male,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,5,Low,22,Yes,Yes,No
6656,Arranged,29,Female,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,5,Middle,8,No,No,No
6657,Arranged,25,Female,School,Same,Hindu,Yes,Rural,No,High,Yes,1,High,32,No,No,No
6658,Arranged,22,Male,School,Different,Hindu,Partial,Urban,Yes,Low,No,0,Low,40,No,No,No
6659,Love,23,Female,Postgraduate,Different,Sikh,Yes,Urban,Yes,Medium,No,3,Middle,24,No,No,Yes
6660,Arranged,32,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,4,Low,32,Yes,Yes,No
6661,Arranged,28,Male,Graduate,Same,Muslim,Yes,Urban,Yes,High,No,2,Middle,46,No,Yes,No
6662,Love,19,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,1,Middle,30,No,No,No
6663,Love,20,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Low,Yes,3,Middle,32,Yes,Yes,No
6664,Arranged,38,Female,School,Same,Hindu,No,Rural,Yes,Low,No,3,Middle,11,No,No,No
6665,Love,32,Female,Graduate,Different,Others,Yes,Rural,Yes,Low,No,1,High,21,Yes,No,No
6666,Arranged,28,Male,Graduate,Different,Hindu,Yes,Urban,No,High,No,1,Middle,23,No,No,No
6667,Love,38,Male,Postgraduate,Same,Muslim,Partial,Urban,No,High,No,3,Middle,1,No,No,No
6668,Love,22,Female,Graduate,Different,Hindu,Partial,Rural,Yes,Medium,No,5,Middle,14,No,No,No
6669,Love,38,Male,School,Same,Others,Partial,Urban,No,High,No,5,Low,8,Yes,No,No
6670,Love,28,Female,Postgraduate,Same,Hindu,Yes,Urban,Yes,High,Yes,2,Middle,36,No,Yes,Yes
6671,Arranged,25,Female,School,Different,Hindu,Yes,Rural,No,Medium,No,3,Middle,2,Yes,No,No
6672,Arranged,39,Female,School,Same,Hindu,Yes,Urban,Yes,Low,No,4,Middle,3,Yes,No,No
6673,Love,25,Female,School,Same,Hindu,Yes,Urban,No,Low,No,1,Middle,48,No,No,No
6674,Arranged,18,Female,School,Same,Muslim,Yes,Urban,Not Disclosed,Low,No,2,High,16,No,No,Yes
6675,Arranged,34,Female,PhD,Same,Hindu,Partial,Urban,No,High,No,5,High,45,No,No,No
6676,Arranged,37,Male,Graduate,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,0,Low,35,Yes,No,No
6677,Arranged,25,Female,School,Different,Hindu,Yes,Urban,Yes,High,No,5,Middle,41,Yes,No,No
6678,Love,39,Male,School,Same,Hindu,No,Urban,No,Medium,No,2,High,21,No,No,Yes
6679,Love,36,Male,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,No,1,Middle,46,Yes,No,No
6680,Arranged,23,Female,Graduate,Same,Muslim,Partial,Urban,No,High,No,0,Middle,21,Yes,No,No
6681,Arranged,19,Male,Postgraduate,Same,Hindu,Partial,Urban,Yes,Low,No,3,Middle,46,Yes,No,No
6682,Arranged,18,Male,Postgraduate,Different,Muslim,Yes,Urban,Yes,Medium,No,1,Low,39,No,No,Yes
6683,Arranged,28,Male,School,Same,Hindu,Partial,Urban,No,Low,Yes,2,Middle,32,Yes,Yes,No
6684,Arranged,26,Male,School,Same,Hindu,Yes,Rural,Yes,Low,No,1,High,8,Yes,No,No
6685,Arranged,23,Female,Graduate,Same,Muslim,Yes,Rural,No,Medium,No,1,Middle,45,No,No,Yes
6686,Arranged,27,Male,Graduate,Same,Others,Yes,Urban,Not Disclosed,Medium,No,5,High,34,Yes,No,No
6687,Love,38,Male,PhD,Same,Hindu,Partial,Rural,No,Low,No,5,Middle,9,No,Yes,Yes
6688,Arranged,27,Male,Postgraduate,Different,Muslim,No,Urban,Yes,Medium,No,4,Low,6,No,No,No
6689,Love,39,Male,Graduate,Same,Muslim,Yes,Rural,No,High,No,1,High,29,Yes,No,No
6690,Love,20,Female,PhD,Same,Muslim,Yes,Urban,No,High,No,4,Low,5,Yes,No,No
6691,Love,34,Male,School,Same,Sikh,Yes,Rural,Yes,High,No,1,Low,26,Yes,No,No
6692,Love,36,Female,Graduate,Same,Muslim,Yes,Urban,No,Medium,Yes,5,Middle,46,Yes,No,Yes
